"words","av_word_len","sentences","uniquewords","i","you","he","everything","student","go","understanding","number","often","being","of","would","ADJ","ADP","ADV","CCONJ","DET","NOUN","NUM","PART","PRON","PUNCT","SPACE","VERB","ADJ-ADP","ADJ-DET","ADJ-NOUN","ADJ-PART","ADJ-PUNCT","ADJ-VERB","ADP-ADP","ADP-ADV","ADP-DET","ADP-NOUN","ADP-PRON","ADV-ADJ","ADV-ADV","ADV-DET","ADV-NOUN","ADV-NUM","ADV-PRON","ADV-VERB","CCONJ-ADJ","CCONJ-ADV","CCONJ-DET","CCONJ-NOUN","CCONJ-PART","CCONJ-VERB","DET-ADJ","DET-ADV","DET-DET","DET-NOUN","DET-PUNCT","DET-VERB","NOUN-ADJ","NOUN-ADP","NOUN-ADV","NOUN-CCONJ","NOUN-DET","NOUN-NOUN","NOUN-PART","NOUN-PUNCT","NOUN-VERB","NUM-ADP","PART-VERB","PRON-DET","PRON-VERB","PUNCT-ADP","PUNCT-ADV","PUNCT-CCONJ","PUNCT-DET","PUNCT-NA","PUNCT-NOUN","PUNCT-SPACE","PUNCT-VERB","SPACE-ADJ","SPACE-ADP","SPACE-ADV","SPACE-CCONJ","SPACE-DET","SPACE-PART","VERB-ADJ","VERB-ADP","VERB-ADV","VERB-DET","VERB-NOUN","VERB-PUNCT","VERB-VERB","ADJ-ADJ","ADJ-PRON","ADP-ADJ","ADP-VERB","ADV-CCONJ","ADV-PART","ADV-PUNCT","CCONJ-PRON","DET-ADP","DET-CCONJ","DET-PRON","NOUN-PRON","NUM-NOUN","PRON-CCONJ","PRON-PUNCT","PUNCT-PRON","SPACE-PRON","VERB-CCONJ","VERB-NUM","VERB-PART","PROPN","ADJ-CCONJ","ADP-PROPN","ADV-ADP","PART-DET","PRON-ADJ","PRON-ADP","PRON-ADV","PRON-NOUN","PRON-PRON","PROPN-PUNCT","PUNCT-PART","SPACE-NOUN","VERB-PRON","ADJ-ADV","ADJ-NUM","CCONJ-ADP","NUM-VERB","PART-CCONJ","PART-NOUN","PART-PUNCT","PUNCT-ADJ","INTJ","ADP-PART","CCONJ-PROPN","INTJ-PRON","NUM-NUM","PART-ADP","PROPN-CCONJ","PROPN-DET","PROPN-NOUN","PROPN-PROPN","PROPN-VERB","PUNCT-INTJ","PUNCT-PROPN","VERB-PROPN","ADV-PROPN","DET-PROPN","INTJ-PUNCT","INTJ-VERB","NOUN-PROPN","PROPN-INTJ","PROPN-PART","PUNCT-PUNCT","SPACE-NA","SPACE-PUNCT","ADP-NUM","CCONJ-NUM","NUM-CCONJ","CCONJ-PUNCT","DET-NUM","NOUN-INTJ","PROPN-ADP","ADV-INTJ","PART-ADV","SPACE-VERB","VERB-INTJ","AUX","ADV-AUX","AUX-ADV","PRON-AUX","ADP-CCONJ","ADP-PUNCT","PRON-PART","AUX-VERB","INTJ-DET","SPACE-INTJ","PUNCT-AUX","PROPN-PRON","X","NOUN-X","PART-ADJ","X-ADV","NUM-PRON","INTJ-ADP","NUM-ADJ","NUM-DET","PUNCT-X","X-PUNCT","PRON-INTJ","NOUN-SPACE","PROPN-ADV","PUNCT-NUM","NOUN-AUX","VERB-X","X-PRON","SPACE-PROPN","X-VERB","ADJ-AUX","ADJ-PROPN","INTJ-ADV","NOUN-NUM","INTJ-NOUN","ADP-X","X-ADP","NUM-ADV","SPACE-NUM","PART-PART","SYM","DET-SYM","SYM-NOUN","NUM-PART","NUM-PUNCT","PROPN-ADJ","DET-PART","PART-PRON","CCONJ-X","X-ADJ","X-X","PART-PROPN","INTJ-PART","PRON-NA","DET-X","X-DET","NUM-SYM","SYM-NUM","NOUN-NA","PRON-NUM","ADJ-X","ADP-INTJ","PART-NUM","PRON-PROPN","INTJ-CCONJ","ADJ-SPACE","X-CCONJ","CCONJ-INTJ","X-SYM","DET-AUX","PRON-SYM","SYM-PRON","exam_id","test_score","confidencehedged","confidencehigh"
314,4.62420382165605,24,124,1,0,0,0,3,1,0,0,0,0,13,0,42,44,24,8,47,74,1,6,9,29,3,54,5,0,25,0,7,1,1,2,26,6,2,7,3,4,1,0,0,3,1,0,2,4,0,1,19,1,0,24,0,2,4,18,2,6,4,5,0,15,18,1,5,0,8,9,3,0,3,1,2,3,2,0,1,1,0,0,0,5,6,9,8,7,0,10,0,1,6,1,0,0,5,0,0,0,1,2,0,0,1,3,0,2,1,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12600,0,2,13
305,4.26229508196721,16,142,1,0,0,0,0,0,0,1,0,0,9,0,25,48,12,4,50,79,1,12,8,26,4,66,3,0,19,2,0,0,1,0,30,10,3,2,0,2,0,0,1,3,1,0,1,2,0,0,8,0,0,30,0,9,1,23,3,2,2,6,5,20,17,0,11,0,7,7,1,1,8,1,0,4,0,0,1,3,0,0,0,9,10,4,6,11,3,18,0,0,3,1,0,0,3,0,1,1,0,0,1,0,0,4,0,0,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272259,0,5,0
349,4.37822349570201,14,157,12,0,0,0,0,0,0,0,0,1,4,3,28,44,31,17,34,67,6,9,34,39,0,78,6,0,14,0,3,3,1,1,14,10,6,2,1,2,1,1,0,15,4,0,1,2,0,4,3,0,2,24,1,3,4,14,3,5,2,6,0,19,9,0,6,0,27,4,5,9,5,1,1,0,0,0,0,0,0,0,0,5,13,16,8,7,6,9,2,0,8,1,0,0,6,5,0,0,1,5,2,0,2,14,0,1,3,8,1,0,1,3,0,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1304031,1,6,2
324,4.47839506172839,15,152,9,0,0,0,1,0,0,0,4,1,7,3,35,43,34,13,32,73,2,5,23,41,7,62,5,0,25,0,0,0,2,0,14,9,6,3,5,2,1,0,1,13,0,4,1,2,0,3,8,1,3,16,1,1,3,14,5,6,2,2,2,21,15,0,4,0,16,5,5,2,1,1,5,7,1,0,1,4,1,1,0,5,13,9,8,11,5,6,2,1,9,2,0,0,7,2,0,1,0,2,1,0,4,8,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306627,1,3,7
302,4.16225165562914,13,147,16,10,0,1,0,0,0,0,0,0,4,0,18,29,28,14,46,62,1,5,28,35,8,66,2,0,9,0,5,1,1,2,16,4,6,1,1,2,1,0,5,10,2,4,2,2,0,1,6,0,2,32,0,5,0,7,1,8,6,6,3,18,9,0,4,0,20,4,3,3,3,0,3,8,5,0,2,2,0,1,0,7,9,11,14,4,5,10,0,0,0,0,2,0,4,0,0,0,1,4,0,0,2,5,2,0,0,2,0,1,0,2,0,0,0,1,1,0,0,0,0,4,0,0,2,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313953,0,4,2
307,4.19218241042345,15,144,7,10,1,0,0,0,0,1,0,0,1,0,13,38,13,13,54,60,3,10,35,28,3,65,3,0,6,0,2,1,1,0,20,4,8,2,0,0,3,0,2,1,1,2,2,0,0,4,4,1,4,42,0,3,0,9,1,4,5,2,2,18,13,2,10,0,24,8,2,5,4,1,0,2,1,0,1,0,0,0,0,5,8,6,19,0,2,8,0,0,1,0,1,1,2,2,0,0,0,4,0,1,3,5,2,1,2,5,3,1,2,1,0,0,3,0,1,2,1,0,0,9,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135448,0,1,3
317,4.60252365930599,18,129,3,5,0,0,0,0,0,0,0,0,6,0,18,36,29,6,40,57,0,14,33,34,4,83,7,0,10,1,0,0,2,0,13,8,10,6,3,1,0,0,3,13,0,3,0,1,0,0,4,2,0,26,0,7,0,8,3,3,4,5,6,18,9,0,13,0,26,3,2,1,5,0,2,4,1,0,1,0,0,0,0,3,13,12,17,4,8,11,0,0,1,1,0,1,2,2,1,0,0,1,0,0,2,7,1,2,0,5,1,0,0,0,0,0,0,4,0,1,0,1,0,8,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135719,1,5,3
302,4.39735099337748,20,140,4,5,1,0,0,0,0,0,0,0,3,0,24,27,19,15,41,65,2,8,30,39,3,71,0,1,17,1,2,0,1,1,15,4,3,2,0,1,1,0,5,1,0,2,3,2,0,6,12,1,1,26,0,1,0,11,4,5,0,7,4,22,8,0,7,0,26,7,3,4,3,1,2,3,3,1,0,2,0,0,0,5,8,6,17,5,3,17,2,0,0,2,1,0,8,2,0,0,0,4,1,1,3,12,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360982,0,8,2
358,4.77094972067039,9,165,3,2,0,0,0,0,0,1,0,0,30,0,21,79,22,2,63,95,2,6,12,21,4,55,8,0,13,0,0,0,4,1,35,27,4,4,0,1,0,0,0,8,0,0,2,0,0,0,9,0,1,41,2,6,2,43,5,1,10,6,4,11,11,0,4,0,11,6,3,0,3,1,0,4,0,0,2,2,0,0,0,3,12,11,11,5,0,12,0,0,3,2,1,0,5,0,0,0,2,2,2,0,1,4,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136346,0,7,4
352,4.76988636363636,15,156,5,0,0,0,0,0,0,1,1,1,16,0,32,60,20,9,60,91,1,9,13,34,3,57,4,0,26,0,1,1,2,1,35,10,2,1,0,3,1,0,1,8,2,0,2,1,1,1,12,0,1,41,0,4,2,31,3,5,1,5,4,24,15,0,9,0,9,8,6,1,8,1,0,3,0,0,0,0,0,1,1,8,9,10,9,5,5,7,0,0,7,3,0,0,3,1,0,0,0,1,1,2,1,6,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366007,1,4,3
311,4.31189710610932,22,145,1,0,6,1,2,0,0,0,0,1,3,0,15,45,20,15,33,59,1,4,36,48,5,76,4,0,6,0,4,0,0,4,12,7,14,2,1,1,1,0,2,5,0,4,2,4,0,1,5,0,1,22,1,2,0,7,1,6,1,1,2,21,14,0,4,0,29,7,4,5,2,0,6,5,5,0,1,0,2,0,0,3,14,6,14,10,6,15,1,0,3,1,0,0,4,2,0,0,0,6,1,1,2,5,0,0,0,2,5,0,3,4,0,0,3,0,0,1,2,0,0,6,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137466,0,4,8
318,4.63836477987421,11,144,8,13,0,0,0,0,0,0,0,0,5,0,30,47,21,10,30,51,2,15,33,34,4,65,2,0,18,4,2,0,0,0,13,13,10,1,1,2,0,0,6,2,2,3,1,1,0,0,10,1,1,14,0,0,0,17,0,1,1,0,4,17,8,0,13,1,24,8,7,4,0,1,0,4,2,0,1,3,0,0,0,7,14,4,10,4,1,15,4,0,4,1,1,0,6,1,0,0,0,3,0,3,2,8,0,0,0,6,13,0,2,2,1,0,1,0,0,1,5,0,0,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,5,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380243,1,1,11
322,4.40372670807453,13,149,1,4,0,1,0,0,0,0,0,0,4,0,30,37,29,15,51,71,0,15,19,36,6,54,1,1,17,1,4,0,1,0,22,7,4,2,2,4,1,0,2,10,1,6,0,1,0,1,14,1,0,32,0,3,3,12,4,4,3,3,13,16,13,0,14,0,6,7,5,5,5,1,2,6,0,0,1,0,1,1,0,4,6,6,15,8,3,6,2,0,0,1,0,0,3,2,0,0,1,0,0,1,6,1,3,0,0,1,0,4,0,5,0,0,1,4,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139094,0,5,7
326,4.6840490797546,20,162,5,1,0,2,0,0,0,0,2,1,7,0,44,40,19,15,41,75,2,15,12,37,5,62,5,0,29,2,6,1,2,1,15,12,3,3,1,2,3,0,0,7,0,0,5,1,1,3,14,1,0,20,0,3,0,10,1,11,2,4,6,24,16,0,14,0,10,9,1,3,6,1,2,5,1,1,1,1,0,1,0,14,10,12,10,2,2,6,1,0,5,1,0,0,3,2,0,1,1,1,2,0,1,4,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392946,1,5,2
301,4.78405315614618,28,99,3,0,5,0,0,0,0,0,0,5,4,0,35,23,34,6,45,69,2,2,25,32,3,57,0,0,33,0,0,0,0,1,15,2,0,4,5,2,0,0,9,10,0,0,0,0,2,1,19,1,0,23,1,1,0,10,8,4,4,5,0,25,10,0,2,0,20,1,9,0,3,1,0,3,0,0,0,0,0,2,0,5,10,7,19,4,1,9,2,0,2,3,1,0,3,1,0,0,0,1,1,1,1,11,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400068,0,8,4
319,4.09717868338558,6,115,5,25,0,0,0,3,0,0,0,0,3,0,13,26,28,13,53,55,1,10,36,17,5,83,2,2,7,0,1,0,0,2,9,4,8,2,3,3,1,0,8,9,0,2,4,0,1,2,4,1,5,32,1,5,0,8,0,4,14,3,1,8,10,0,10,0,28,3,1,4,1,1,0,5,1,0,0,3,0,0,0,7,11,9,15,5,6,15,0,0,0,2,1,0,0,3,0,0,5,6,1,0,1,1,1,4,0,7,0,0,0,1,0,0,0,5,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412246,0,5,4
321,4.30841121495327,15,169,6,0,1,0,0,0,0,2,0,0,11,0,25,38,30,13,50,71,2,10,17,38,8,65,1,0,16,1,6,0,0,1,22,5,2,7,3,0,3,0,3,3,3,3,2,0,0,1,6,0,1,33,1,3,0,12,4,5,5,1,2,22,18,0,7,0,16,6,5,3,5,1,5,8,1,0,2,3,0,2,0,4,8,10,13,5,4,14,1,0,3,2,2,1,3,2,2,1,3,2,1,0,0,3,1,1,1,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432725,0,2,1
322,4.56521739130435,16,170,3,6,1,0,1,0,0,0,0,0,5,0,30,36,26,15,48,51,1,14,25,35,4,72,0,0,17,0,6,2,1,0,22,4,6,5,2,0,1,0,2,8,1,2,3,2,0,2,14,3,2,21,3,5,0,12,2,4,1,3,2,13,10,0,13,2,18,6,3,4,6,1,1,4,2,2,0,0,0,0,1,4,14,11,12,2,3,11,2,0,2,0,1,0,5,4,0,0,0,4,0,1,2,4,0,2,0,8,3,1,0,2,0,0,0,0,0,0,2,2,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437619,1,4,11
305,4.69836065573771,25,124,12,0,3,0,4,0,0,0,0,0,12,0,24,44,23,9,42,62,1,3,31,32,12,64,3,0,14,0,3,1,4,1,23,6,1,3,5,1,0,0,4,7,0,1,0,3,0,4,10,0,0,30,0,2,1,19,2,7,0,2,0,22,7,1,2,0,27,2,0,1,3,1,1,12,0,1,2,3,0,0,0,7,12,9,15,5,3,8,0,2,1,6,0,0,2,1,0,0,0,2,0,0,2,11,6,0,0,3,2,0,2,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144050,0,3,5
314,4.02229299363057,15,146,5,17,4,0,0,5,0,0,0,0,1,1,25,45,23,9,37,56,1,11,34,34,4,68,3,0,14,0,4,0,0,1,16,7,12,0,3,2,0,0,2,5,0,2,1,2,1,2,3,1,2,24,0,5,1,9,2,5,1,4,2,19,9,1,10,1,23,10,5,0,4,1,1,4,1,2,1,1,0,0,0,13,10,4,9,3,2,12,1,1,3,1,2,1,4,1,1,0,1,4,0,0,2,3,0,1,1,4,4,1,4,4,0,0,6,1,0,0,2,3,0,9,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464190,0,2,6
311,4.23151125401929,5,132,23,7,0,1,0,2,0,0,0,0,4,0,20,34,23,15,35,47,0,12,42,46,4,81,1,0,13,0,1,0,0,0,15,2,12,3,2,2,0,0,3,8,3,1,1,1,1,2,5,0,0,23,1,2,1,8,3,1,3,2,3,20,5,0,10,0,32,8,6,10,3,1,1,4,1,1,0,2,0,0,0,2,14,6,11,5,9,18,1,1,1,3,0,0,5,3,1,0,3,1,0,0,7,10,0,1,0,6,1,3,0,0,0,0,0,0,0,0,1,0,0,9,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466256,0,6,2
306,4.47058823529412,19,95,1,0,3,0,7,0,0,0,0,0,6,0,13,39,6,16,54,68,1,10,22,28,15,72,1,0,6,0,2,0,2,0,23,5,3,0,0,0,0,0,1,4,2,0,5,4,0,1,7,0,0,42,0,2,0,10,1,7,1,2,3,22,11,1,8,1,18,2,2,4,0,1,1,15,0,0,7,0,0,2,0,1,9,2,20,6,4,24,0,2,3,1,0,0,0,0,1,1,0,11,0,0,0,2,1,2,0,4,3,2,0,1,2,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466817,0,11,7
346,4.76589595375723,20,171,10,15,0,0,0,0,1,0,0,1,4,0,20,25,35,12,38,52,0,17,49,42,3,93,1,0,13,3,2,0,0,1,12,3,6,7,3,0,1,0,3,11,0,3,2,1,0,1,9,0,1,26,1,1,0,7,2,5,2,1,3,22,5,0,16,0,31,3,4,4,4,1,3,3,5,0,1,1,0,0,0,3,10,14,17,3,6,19,0,0,1,1,0,3,5,4,0,0,0,4,0,1,4,14,1,2,0,6,2,0,0,2,0,0,0,4,0,4,1,1,0,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1479890,1,2,6
325,4.24,14,162,11,12,2,0,0,0,0,0,0,0,5,0,24,41,17,12,39,66,1,13,32,36,13,61,4,0,12,0,3,0,2,2,11,13,10,1,4,1,0,0,3,6,0,1,1,1,0,6,8,0,1,21,0,5,2,10,2,5,5,9,3,21,6,0,10,1,19,6,1,3,3,1,1,13,2,0,2,1,1,2,0,8,9,2,14,3,2,5,1,0,2,0,0,1,1,1,0,0,0,3,1,1,4,4,0,0,1,9,16,2,1,0,0,1,2,2,1,1,2,0,2,7,0,0,2,0,0,0,2,1,2,0,0,0,0,1,0,0,2,4,2,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480946,0,3,9
